,Layer 1,Layer 2,Layer 3,Stage 0 - Layer 1,Stage 0 - Layer 2,Stage 0 - Layer 3,Stage 1 - Layer 1,Stage 1 - Layer 2,Stage 1 - Layer 3,Stage 2 - Layer 1,Stage 2 - Layer 2,Stage 2 - Layer 3,Stage 3 - Layer 1,Stage 3 - Layer 2,Stage 3 - Layer 3,Stage 4 - Layer 1,Stage 4 - Layer 2,Stage 4 - Layer 3,Stage 5 - Layer 1,Stage 5 - Layer 2,Stage 5 - Layer 3,Stage 6 - Layer 1,Stage 6 - Layer 2,Stage 6 - Layer 3,Stage 7 - Layer 1,Stage 7 - Layer 2,Stage 7 - Layer 3,Stage 8 - Layer 1,Stage 8 - Layer 2,Stage 8 - Layer 3
60,Complain,OCTO Pay,Other,Complain (General Customer),Branchless,BLB: OCTO Pay Other,Complain,Branchless,OCTO Pay Other,Complain,OCTO Pay,Other,Complain,OCTO Pay,Other,Complain,OCTO Pay,Other,Complain,OCTO Pay,Other,Complain,OCTO Pay,Other,Complain,OCTO Pay,Other,Complain,OCTO Pay,Other
61,Complain,OCTO Pay,Pemulihan PIN,Complain (General Customer),Branchless,BLB: OCTO Pay Pemulihan PIN,Complain,Branchless,OCTO Pay Pemulihan PIN,Complain,OCTO Pay,Pemulihan PIN,Complain,OCTO Pay,Pemulihan PIN,Complain,OCTO Pay,Pemulihan PIN,Complain,OCTO Pay,Pemulihan PIN,Complain,OCTO Pay,Pemulihan PIN,Complain,OCTO Pay,Pemulihan PIN,Complain,OCTO Pay,Pemulihan PIN
62,Complain,OCTO Pay,Pemulihan User ID,Complain (General Customer),Branchless,BLB: OCTO Pay Pemulihan User ID,Complain,Branchless,OCTO Pay Pemulihan User ID,Complain,OCTO Pay,Pemulihan User ID,Complain,OCTO Pay,Pemulihan User ID,Complain,OCTO Pay,Pemulihan User ID,Complain,OCTO Pay,Pemulihan User ID,Complain,OCTO Pay,Pemulihan User ID,Complain,OCTO Pay,Pemulihan User ID,Complain,OCTO Pay,Pemulihan User ID
63,Complain,OCTO Pay,Promo,Complain (General Customer),Branchless,BLB: OCTO Pay Promo,Complain,Branchless,OCTO Pay Promo,Complain,OCTO Pay,Promo,Complain,OCTO Pay,Promo,Complain,OCTO Pay,Promo,Complain,OCTO Pay,Promo,Complain,OCTO Pay,Promo,Complain,OCTO Pay,Promo,Complain,OCTO Pay,Promo
64,Complain,OCTO Pay,Terblokir,Complain (General Customer),Branchless,BLB: OCTO Pay Terblokir,Complain,Branchless,OCTO Pay Terblokir,Complain,OCTO Pay,Terblokir,Complain,OCTO Pay,Terblokir,Complain,OCTO Pay,Terblokir,Complain,OCTO Pay,Terblokir,Complain,OCTO Pay,Terblokir,Complain,OCTO Pay,Terblokir,Complain,OCTO Pay,Terblokir
65,Complain,QRIS,Fitur,Complain (General Customer),Branchless,BLB: QRIS Fitur,Complain,Branchless,QRIS Fitur,Complain,QRIS,Fitur,Complain,QRIS,Fitur,Complain,QRIS,Fitur,Complain,QRIS,Fitur,Complain,QRIS,Fitur,Complain,QRIS,Fitur,Complain,QRIS,Fitur
66,Complain,QRIS,Other,Complain (General Customer),Branchless,BLB: QRIS Other,Complain,Branchless,QRIS Other,Complain,QRIS,Other,Complain,QRIS,Other,Complain,QRIS,Other,Complain,QRIS,Other,Complain,QRIS,Other,Complain,QRIS,Other,Complain,QRIS,Other
67,Complain,QRIS,Promo,Complain (General Customer),Branchless,BLB: QRIS Promo,Complain,Branchless,QRIS Promo,Complain,QRIS,Promo,Complain,QRIS,Promo,Complain,QRIS,Promo,Complain,QRIS,Promo,Complain,QRIS,Promo,Complain,QRIS,Promo,Complain,QRIS,Promo
68,Complain,QRIS,Transaksi,Complain (General Customer),Branchless,BLB: QRIS Transaksi,Complain,Branchless,QRIS Transaksi,Complain,QRIS,Transaksi,Complain,QRIS,Transaksi,Complain,QRIS,Transaksi,Complain,QRIS,Transaksi,Complain,QRIS,Transaksi,Complain,QRIS,Transaksi,Complain,QRIS,Transaksi
69,Complain,Credit Card,[Credit Card] Airport Pick up and Services,Complain (General Customer),Credit Card,CRD: Airport Pick up and Services ,Complain,Credit Card,Airport Pick up and Services,Complain,Credit Card,Airport Pick up and Services,Complain,Credit Card,[Credit Card] Airport Pick up and Services,Complain,Credit Card,[Credit Card] Airport Pick up and Services,Complain,Credit Card,[Credit Card] Airport Pick up and Services,Complain,Credit Card,[Credit Card] Airport Pick up and Services,Complain,Credit Card,[Credit Card] Airport Pick up and Services,Complain,Credit Card,[Credit Card] Airport Pick up and Services
70,Complain,Credit Card,[Credit Card] Aktivasi dan PIN,Complain (General Customer),Credit Card,CRD: Aktivasi dan PIN,Complain,Credit Card,Aktivasi dan PIN,Complain,Credit Card,Aktivasi dan PIN,Complain,Credit Card,[Credit Card] Aktivasi dan PIN,Complain,Credit Card,[Credit Card] Aktivasi dan PIN,Complain,Credit Card,[Credit Card] Aktivasi dan PIN,Complain,Credit Card,[Credit Card] Aktivasi dan PIN,Complain,Credit Card,[Credit Card] Aktivasi dan PIN,Complain,Credit Card,[Credit Card] Aktivasi dan PIN
71,Complain,Credit Card,[Credit Card] Tidak Terima Credit Card,Complain (General Customer),Credit Card,CRD: Tidak Terima Credit Card,Complain,Credit Card,Tidak Terima Credit Card,Complain,Credit Card,Tidak Terima Credit Card,Complain,Credit Card,[Credit Card] Tidak Terima Credit Card,Complain,Credit Card,[Credit Card] Tidak Terima Credit Card,Complain,Credit Card,[Credit Card] Tidak Terima Credit Card,Complain,Credit Card,[Credit Card] Tidak Terima Credit Card,Complain,Credit Card,[Credit Card] Tidak Terima Credit Card,Complain,Credit Card,[Credit Card] Tidak Terima Credit Card
72,Complain,Credit Card,[Credit Card] Biaya/ Bunga/ Denda,Complain (General Customer),Credit Card,CRD: Biaya/ Bunga/ Denda,Complain,Credit Card,Biaya/ Bunga/ Denda,Complain,Credit Card,Biaya/ Bunga/ Denda,Complain,Credit Card,[Credit Card] Biaya/ Bunga/ Denda,Complain,Credit Card,[Credit Card] Biaya/ Bunga/ Denda,Complain,Credit Card,[Credit Card] Biaya/ Bunga/ Denda,Complain,Credit Card,[Credit Card] Biaya/ Bunga/ Denda,Complain,Credit Card,[Credit Card] Biaya/ Bunga/ Denda,Complain,Credit Card,[Credit Card] Biaya/ Bunga/ Denda
73,Complain,Credit Card,[Credit Card] Cicilan (Bunga/ Jumlah/ Tenor),Complain (General Customer),Credit Card,CRD: Cicilan (Bunga/ Jumlah/ Tenor),Complain,Credit Card,Cicilan (Bunga/ Jumlah/ Tenor),Complain,Credit Card,Cicilan (Bunga/ Jumlah/ Tenor),Complain,Credit Card,[Credit Card] Cicilan (Bunga/ Jumlah/ Tenor),Complain,Credit Card,[Credit Card] Cicilan (Bunga/ Jumlah/ Tenor),Complain,Credit Card,[Credit Card] Cicilan (Bunga/ Jumlah/ Tenor),Complain,Credit Card,[Credit Card] Cicilan (Bunga/ Jumlah/ Tenor),Complain,Credit Card,[Credit Card] Cicilan (Bunga/ Jumlah/ Tenor),Complain,Credit Card,[Credit Card] Cicilan (Bunga/ Jumlah/ Tenor)
74,Complain,Credit Card,"[Credit Card] 3D Secure (Release,Daftar,dan Unblok)",Complain (General Customer),Credit Card,"CRD: Credit Card 3D Secure (Release,Daftar,dan Unblok)",Complain,Credit Card,"Credit Card 3D Secure (Release,Daftar,dan Unblok)",Complain,Credit Card,"Credit Card 3D Secure (Release,Daftar,dan Unblok)",Complain,Credit Card,"[Credit Card] 3D Secure (Release,Daftar,dan Unblok)",Complain,Credit Card,"[Credit Card] 3D Secure (Release,Daftar,dan Unblok)",Complain,Credit Card,"[Credit Card] 3D Secure (Release,Daftar,dan Unblok)",Complain,Credit Card,"[Credit Card] 3D Secure (Release,Daftar,dan Unblok)",Complain,Credit Card,"[Credit Card] 3D Secure (Release,Daftar,dan Unblok)",Complain,Credit Card,"[Credit Card] 3D Secure (Release,Daftar,dan Unblok)"
75,Complain,Credit Card,[Credit Card] Accor,Complain (General Customer),Credit Card,CRD: Credit Card Accor ,Complain,Credit Card,Credit Card Accor,Complain,Credit Card,Credit Card Accor,Complain,Credit Card,[Credit Card] Accor,Complain,Credit Card,[Credit Card] Accor,Complain,Credit Card,[Credit Card] Accor,Complain,Credit Card,[Credit Card] Accor,Complain,Credit Card,[Credit Card] Accor,Complain,Credit Card,[Credit Card] Accor
76,Complain,Credit Card,[Credit Card] Annual Fee,Complain (General Customer),Credit Card,CRD: Credit Card Annual Fee,Complain,Credit Card,Credit Card Annual Fee,Complain,Credit Card,Credit Card Annual Fee,Complain,Credit Card,[Credit Card] Annual Fee,Complain,Credit Card,[Credit Card] Annual Fee,Complain,Credit Card,[Credit Card] Annual Fee,Complain,Credit Card,[Credit Card] Annual Fee,Complain,Credit Card,[Credit Card] Annual Fee,Complain,Credit Card,[Credit Card] Annual Fee
77,Complain,Credit Card,[Credit Card] Blokir/ Buka Blokir,Complain (General Customer),Credit Card,CRD: Credit Card Blokir/ Buka Blokir,Complain,Credit Card,Credit Card Blokir/ Buka Blokir,Complain,Credit Card,Credit Card Blokir/ Buka Blokir,Complain,Credit Card,[Credit Card] Blokir/ Buka Blokir,Complain,Credit Card,[Credit Card] Blokir/ Buka Blokir,Complain,Credit Card,[Credit Card] Blokir/ Buka Blokir,Complain,Credit Card,[Credit Card] Blokir/ Buka Blokir,Complain,Credit Card,[Credit Card] Blokir/ Buka Blokir,Complain,Credit Card,[Credit Card] Blokir/ Buka Blokir
78,Complain,Credit Card,[Credit Card] Cash Plus,Complain (General Customer),Credit Card,CRD: Credit Card Cash Plus,Complain,Credit Card,Credit Card Cash Plus,Complain,Credit Card,Credit Card Cash Plus,Complain,Credit Card,[Credit Card] Cash Plus,Complain,Credit Card,[Credit Card] Cash Plus,Complain,Credit Card,[Credit Card] Cash Plus,Complain,Credit Card,[Credit Card] Cash Plus,Complain,Credit Card,[Credit Card] Cash Plus,Complain,Credit Card,[Credit Card] Cash Plus
79,Complain,Credit Card,[Credit Card] Cek Dokumen,Complain (General Customer),Credit Card,CRD: Credit Card Cek Dokumen,Complain,Credit Card,Credit Card Cek Dokumen,Complain,Credit Card,Credit Card Cek Dokumen,Complain,Credit Card,[Credit Card] Cek Dokumen,Complain,Credit Card,[Credit Card] Cek Dokumen,Complain,Credit Card,[Credit Card] Cek Dokumen,Complain,Credit Card,[Credit Card] Cek Dokumen,Complain,Credit Card,[Credit Card] Cek Dokumen,Complain,Credit Card,[Credit Card] Cek Dokumen
80,Complain,Credit Card,[Credit Card] Cinta,Complain (General Customer),Credit Card,CRD: Credit Card Cinta,Complain,Credit Card,Credit Card Cinta,Complain,Credit Card,Credit Card Cinta,Complain,Credit Card,[Credit Card] Cinta,Complain,Credit Card,[Credit Card] Cinta,Complain,Credit Card,[Credit Card] Cinta,Complain,Credit Card,[Credit Card] Cinta,Complain,Credit Card,[Credit Card] Cinta,Complain,Credit Card,[Credit Card] Cinta
81,Complain,Credit Card,[Credit Card] Sanggahan Transaksi,Complain (General Customer),Credit Card,CRD: Credit Card Sanggahan Transaksi,Complain,Credit Card,Credit Card Sanggahan Transaksi,Complain,Credit Card,Credit Card Sanggahan Transaksi,Complain,Credit Card,[Credit Card] Sanggahan Transaksi,Complain,Credit Card,[Credit Card] Sanggahan Transaksi,Complain,Credit Card,[Credit Card] Sanggahan Transaksi,Complain,Credit Card,[Credit Card] Sanggahan Transaksi,Complain,Credit Card,[Credit Card] Sanggahan Transaksi,Complain,Credit Card,[Credit Card] Sanggahan Transaksi
82,Complain,Credit Card,[Credit Card] Kirim Ulang e-Statement dan Statement,Complain (General Customer),Credit Card,CRD: Credit Card Kirim Ulang e-Statement dan Statement,Complain,Credit Card,Credit Card Kirim Ulang e-Statement dan Statement,Complain,Credit Card,Credit Card Kirim Ulang e-Statement dan Statement,Complain,Credit Card,[Credit Card] Kirim Ulang e-Statement dan Statement,Complain,Credit Card,[Credit Card] Kirim Ulang e-Statement dan Statement,Complain,Credit Card,[Credit Card] Kirim Ulang e-Statement dan Statement,Complain,Credit Card,[Credit Card] Kirim Ulang e-Statement dan Statement,Complain,Credit Card,[Credit Card] Kirim Ulang e-Statement dan Statement,Complain,Credit Card,[Credit Card] Kirim Ulang e-Statement dan Statement
83,Complain,Credit Card,[Credit Card] Kirim Ulang Kartu,Complain (General Customer),Credit Card,CRD: Credit Card Kirim Ulang Kartu,Complain,Credit Card,Credit Card Kirim Ulang Kartu,Complain,Credit Card,Credit Card Kirim Ulang Kartu,Complain,Credit Card,[Credit Card] Kirim Ulang Kartu,Complain,Credit Card,[Credit Card] Kirim Ulang Kartu,Complain,Credit Card,[Credit Card] Kirim Ulang Kartu,Complain,Credit Card,[Credit Card] Kirim Ulang Kartu,Complain,Credit Card,[Credit Card] Kirim Ulang Kartu,Complain,Credit Card,[Credit Card] Kirim Ulang Kartu
84,Complain,Credit Card,[Credit Card] Limit,Complain (General Customer),Credit Card,CRD: Credit Card Limit,Complain,Credit Card,Credit Card Limit,Complain,Credit Card,Credit Card Limit,Complain,Credit Card,[Credit Card] Limit,Complain,Credit Card,[Credit Card] Limit,Complain,Credit Card,[Credit Card] Limit,Complain,Credit Card,[Credit Card] Limit,Complain,Credit Card,[Credit Card] Limit,Complain,Credit Card,[Credit Card] Limit
85,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Permanen,Complain (General Customer),Credit Card,CRD: Credit Card Naik/ Turun Limit Permanen ,Complain,Credit Card,Credit Card Naik/ Turun Limit Permanen,Complain,Credit Card,Credit Card Naik/ Turun Limit Permanen,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Permanen,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Permanen,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Permanen,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Permanen,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Permanen,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Permanen
86,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Sementara,Complain (General Customer),Credit Card,CRD: Credit Card Naik/ Turun Limit Sementara ,Complain,Credit Card,Credit Card Naik/ Turun Limit Sementara,Complain,Credit Card,Credit Card Naik/ Turun Limit Sementara,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Sementara,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Sementara,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Sementara,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Sementara,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Sementara,Complain,Credit Card,[Credit Card] Naik/ Turun Limit Sementara
87,Complain,Credit Card,[Credit Card] Pelunasan Cicilan,Complain (General Customer),Credit Card,CRD: Credit Card Pelunasan Cicilan ,Complain,Credit Card,Credit Card Pelunasan Cicilan,Complain,Credit Card,Credit Card Pelunasan Cicilan,Complain,Credit Card,[Credit Card] Pelunasan Cicilan,Complain,Credit Card,[Credit Card] Pelunasan Cicilan,Complain,Credit Card,[Credit Card] Pelunasan Cicilan,Complain,Credit Card,[Credit Card] Pelunasan Cicilan,Complain,Credit Card,[Credit Card] Pelunasan Cicilan,Complain,Credit Card,[Credit Card] Pelunasan Cicilan
88,Complain,Credit Card,[Credit Card] Pembatalan,Complain (General Customer),Credit Card,CRD: Credit Card Pembatalan ,Complain,Credit Card,Credit Card Pembatalan,Complain,Credit Card,Credit Card Pembatalan,Complain,Credit Card,[Credit Card] Pembatalan,Complain,Credit Card,[Credit Card] Pembatalan,Complain,Credit Card,[Credit Card] Pembatalan,Complain,Credit Card,[Credit Card] Pembatalan,Complain,Credit Card,[Credit Card] Pembatalan,Complain,Credit Card,[Credit Card] Pembatalan
89,Complain,Credit Card,[Credit Card] Pendaftaran dan Pembatalan E-Statement,Complain (General Customer),Credit Card,CRD: Credit Card Pendaftaran dan Pembatalan E-Statement,Complain,Credit Card,Credit Card Pendaftaran dan Pembatalan E-Statement,Complain,Credit Card,Credit Card Pendaftaran dan Pembatalan E-Statement,Complain,Credit Card,[Credit Card] Pendaftaran dan Pembatalan E-Statement,Complain,Credit Card,[Credit Card] Pendaftaran dan Pembatalan E-Statement,Complain,Credit Card,[Credit Card] Pendaftaran dan Pembatalan E-Statement,Complain,Credit Card,[Credit Card] Pendaftaran dan Pembatalan E-Statement,Complain,Credit Card,[Credit Card] Pendaftaran dan Pembatalan E-Statement,Complain,Credit Card,[Credit Card] Pendaftaran dan Pembatalan E-Statement
90,Complain,Credit Card,[Credit Card] Pengajuan,Complain (General Customer),Credit Card,CRD: Credit Card Pengajuan Credit Card Corporate,Complain,Credit Card,Credit Card Pengajuan Credit Card Corporate,Complain,Credit Card,Credit Card Pengajuan Credit Card Corporate,Complain,Credit Card,[Credit Card] Pengajuan,Complain,Credit Card,[Credit Card] Pengajuan,Complain,Credit Card,[Credit Card] Pengajuan,Complain,Credit Card,[Credit Card] Pengajuan,Complain,Credit Card,[Credit Card] Pengajuan,Complain,Credit Card,[Credit Card] Pengajuan
91,Complain,Credit Card,[Credit Card] Penutupan Kartu,Complain (General Customer),Credit Card,CRD: Credit Card Penutupan Kartu ,Complain,Credit Card,Credit Card Penutupan Kartu,Complain,Credit Card,Credit Card Penutupan Kartu,Complain,Credit Card,[Credit Card] Penutupan Kartu,Complain,Credit Card,[Credit Card] Penutupan Kartu,Complain,Credit Card,[Credit Card] Penutupan Kartu,Complain,Credit Card,[Credit Card] Penutupan Kartu,Complain,Credit Card,[Credit Card] Penutupan Kartu,Complain,Credit Card,[Credit Card] Penutupan Kartu
92,Complain,Credit Card,[Credit Card] Pergantian Kartu,Complain (General Customer),Credit Card,CRD: Credit Card Pergantian Kartu,Complain,Credit Card,Credit Card Pergantian Kartu,Complain,Credit Card,Credit Card Pergantian Kartu,Complain,Credit Card,[Credit Card] Pergantian Kartu,Complain,Credit Card,[Credit Card] Pergantian Kartu,Complain,Credit Card,[Credit Card] Pergantian Kartu,Complain,Credit Card,[Credit Card] Pergantian Kartu,Complain,Credit Card,[Credit Card] Pergantian Kartu,Complain,Credit Card,[Credit Card] Pergantian Kartu
93,Complain,Credit Card,[Credit Card] Perhitungan Bunga,Complain (General Customer),Credit Card,CRD: Credit Card Perhitungan Bunga,Complain,Credit Card,Credit Card Perhitungan Bunga,Complain,Credit Card,Credit Card Perhitungan Bunga,Complain,Credit Card,[Credit Card] Perhitungan Bunga,Complain,Credit Card,[Credit Card] Perhitungan Bunga,Complain,Credit Card,[Credit Card] Perhitungan Bunga,Complain,Credit Card,[Credit Card] Perhitungan Bunga,Complain,Credit Card,[Credit Card] Perhitungan Bunga,Complain,Credit Card,[Credit Card] Perhitungan Bunga
94,Complain,Credit Card,[Credit Card] Permohonan Pengiriman Dokumen,Complain (General Customer),Credit Card,CRD: Credit Card Permohonan Pengiriman Dokumen ,Complain,Credit Card,Credit Card Permohonan Pengiriman Dokumen,Complain,Credit Card,Credit Card Permohonan Pengiriman Dokumen,Complain,Credit Card,[Credit Card] Permohonan Pengiriman Dokumen,Complain,Credit Card,[Credit Card] Permohonan Pengiriman Dokumen,Complain,Credit Card,[Credit Card] Permohonan Pengiriman Dokumen,Complain,Credit Card,[Credit Card] Permohonan Pengiriman Dokumen,Complain,Credit Card,[Credit Card] Permohonan Pengiriman Dokumen,Complain,Credit Card,[Credit Card] Permohonan Pengiriman Dokumen
95,Complain,Credit Card,[Credit Card] Perubahan Data,Complain (General Customer),Credit Card,CRD: Credit Card Perubahan Data,Complain,Credit Card,Credit Card Perubahan Data,Complain,Credit Card,Credit Card Perubahan Data,Complain,Credit Card,[Credit Card] Perubahan Data,Complain,Credit Card,[Credit Card] Perubahan Data,Complain,Credit Card,[Credit Card] Perubahan Data,Complain,Credit Card,[Credit Card] Perubahan Data,Complain,Credit Card,[Credit Card] Perubahan Data,Complain,Credit Card,[Credit Card] Perubahan Data
96,Complain,Credit Card,[Credit Card] Perubahan Prosentase Autodebet (SI),Complain (General Customer),Credit Card,CRD: Credit Card Perubahan Prosentase Autodebet (SI),Complain,Credit Card,Credit Card Perubahan Prosentase Autodebet (SI),Complain,Credit Card,Credit Card Perubahan Prosentase Autodebet (SI),Complain,Credit Card,[Credit Card] Perubahan Prosentase Autodebet (SI),Complain,Credit Card,[Credit Card] Perubahan Prosentase Autodebet (SI),Complain,Credit Card,[Credit Card] Perubahan Prosentase Autodebet (SI),Complain,Credit Card,[Credit Card] Perubahan Prosentase Autodebet (SI),Complain,Credit Card,[Credit Card] Perubahan Prosentase Autodebet (SI),Complain,Credit Card,[Credit Card] Perubahan Prosentase Autodebet (SI)
97,Complain,Credit Card,[Credit Card] Quick Pay,Complain (General Customer),Credit Card,CRD: Credit Card Quick Pay,Complain,Credit Card,Credit Card Quick Pay,Complain,Credit Card,Credit Card Quick Pay,Complain,Credit Card,[Credit Card] Quick Pay,Complain,Credit Card,[Credit Card] Quick Pay,Complain,Credit Card,[Credit Card] Quick Pay,Complain,Credit Card,[Credit Card] Quick Pay,Complain,Credit Card,[Credit Card] Quick Pay,Complain,Credit Card,[Credit Card] Quick Pay
98,Complain,Credit Card,[Credit Card] Redeem Cash Back,Complain (General Customer),Credit Card,CRD: Credit Card Redeem Cash Back,Complain,Credit Card,Credit Card Redeem Cash Back,Complain,Credit Card,Credit Card Redeem Cash Back,Complain,Credit Card,[Credit Card] Redeem Cash Back,Complain,Credit Card,[Credit Card] Redeem Cash Back,Complain,Credit Card,[Credit Card] Redeem Cash Back,Complain,Credit Card,[Credit Card] Redeem Cash Back,Complain,Credit Card,[Credit Card] Redeem Cash Back,Complain,Credit Card,[Credit Card] Redeem Cash Back
99,Complain,Credit Card,[Credit Card] Reservasi Golf,Complain (General Customer),Credit Card,CRD: Credit Card Reservasi Golf ,Complain,Credit Card,Credit Card Reservasi Golf,Complain,Credit Card,Credit Card Reservasi Golf,Complain,Credit Card,[Credit Card] Reservasi Golf,Complain,Credit Card,[Credit Card] Reservasi Golf,Complain,Credit Card,[Credit Card] Reservasi Golf,Complain,Credit Card,[Credit Card] Reservasi Golf,Complain,Credit Card,[Credit Card] Reservasi Golf,Complain,Credit Card,[Credit Card] Reservasi Golf
100,Complain,Credit Card,[Credit Card] Reversal Payment,Complain (General Customer),Credit Card,CRD: Credit Card Reversal Payment,Complain,Credit Card,Credit Card Reversal Payment,Complain,Credit Card,Credit Card Reversal Payment,Complain,Credit Card,[Credit Card] Reversal Payment,Complain,Credit Card,[Credit Card] Reversal Payment,Complain,Credit Card,[Credit Card] Reversal Payment,Complain,Credit Card,[Credit Card] Reversal Payment,Complain,Credit Card,[Credit Card] Reversal Payment,Complain,Credit Card,[Credit Card] Reversal Payment
101,Complain,Credit Card,[Credit Card] SLIK,Complain (General Customer),Credit Card,CRD: Credit Card SLIK,Complain,Credit Card,Credit Card SLIK,Complain,Credit Card,Credit Card SLIK,Complain,Credit Card,[Credit Card] SLIK,Complain,Credit Card,[Credit Card] SLIK,Complain,Credit Card,[Credit Card] SLIK,Complain,Credit Card,[Credit Card] SLIK,Complain,Credit Card,[Credit Card] SLIK,Complain,Credit Card,[Credit Card] SLIK
102,Complain,Credit Card,[Credit Card] Status Pengajuan Aplikasi,Complain (General Customer),Credit Card,CRD: Credit Card Status Pengajuan Aplikasi ,Complain,Credit Card,Credit Card Status Pengajuan Aplikasi,Complain,Credit Card,Credit Card Status Pengajuan Aplikasi,Complain,Credit Card,[Credit Card] Status Pengajuan Aplikasi,Complain,Credit Card,[Credit Card] Status Pengajuan Aplikasi,Complain,Credit Card,[Credit Card] Status Pengajuan Aplikasi,Complain,Credit Card,[Credit Card] Status Pengajuan Aplikasi,Complain,Credit Card,[Credit Card] Status Pengajuan Aplikasi,Complain,Credit Card,[Credit Card] Status Pengajuan Aplikasi
103,Complain,Credit Card,[Credit Card] Surat Lancar,Complain (General Customer),Credit Card,CRD: Credit Card Surat Lancar,Complain,Credit Card,Credit Card Surat Lancar,Complain,Credit Card,Credit Card Surat Lancar,Complain,Credit Card,[Credit Card] Surat Lancar,Complain,Credit Card,[Credit Card] Surat Lancar,Complain,Credit Card,[Credit Card] Surat Lancar,Complain,Credit Card,[Credit Card] Surat Lancar,Complain,Credit Card,[Credit Card] Surat Lancar,Complain,Credit Card,[Credit Card] Surat Lancar
104,Complain,Credit Card,[Credit Card] Surat Penutupan Kartu,Complain (General Customer),Credit Card,CRD: Credit Card Surat Penutupan Kartu,Complain,Credit Card,Credit Card Surat Penutupan Kartu,Complain,Credit Card,Credit Card Surat Penutupan Kartu,Complain,Credit Card,[Credit Card] Surat Penutupan Kartu,Complain,Credit Card,[Credit Card] Surat Penutupan Kartu,Complain,Credit Card,[Credit Card] Surat Penutupan Kartu,Complain,Credit Card,[Credit Card] Surat Penutupan Kartu,Complain,Credit Card,[Credit Card] Surat Penutupan Kartu,Complain,Credit Card,[Credit Card] Surat Penutupan Kartu
105,Complain,Credit Card,[Credit Card] Tagihan,Complain (General Customer),Credit Card,CRD: Credit Card Tagihan,Complain,Credit Card,Credit Card Tagihan,Complain,Credit Card,Credit Card Tagihan,Complain,Credit Card,[Credit Card] Tagihan,Complain,Credit Card,[Credit Card] Tagihan,Complain,Credit Card,[Credit Card] Tagihan,Complain,Credit Card,[Credit Card] Tagihan,Complain,Credit Card,[Credit Card] Tagihan,Complain,Credit Card,[Credit Card] Tagihan
